"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","TextBoxTest","","Tue Mar 03 13:42:59 UTC 2026","broken","Tue Mar 03 13:42:59 UTC 2026","","com.example.elements.TextBoxTest","com.example.elements.TextBoxTest",""
